place,state,country,all_minimums_repealed,status,policy_change,scope,land_uses,reform_date,population,lat,long,url,reporter,summary
Boone County,KY,United States,FALSE,implemented,add parking maximums,citywide,"commercial,industrial,other,residential, multi-family",,135968,38.9589235,-84.7160121,https://parkingreform.org/mandates-map/city_detail/BooneCounty_KY.html,Samuel Deetz,"The maximum number of parking spaces for all uses except for single family dwellings, is thirty (30) percent greater than the required minimum number, unless a parking study acceptable to the Zoning Administrator is provided."
Boone,IA,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,12460,42.0596994,-93.8802202,https://parkingreform.org/mandates-map/city_detail/Boone_IA.html,Samuel Deetz,"The C-3 District, designated as the “Central Business Area”, is exempt from minimum parking requirements."
Boonsboro,MD,United States,FALSE,implemented,remove parking minimums,city center / business district,commercial,,3779,39.506926,-77.6522171,https://parkingreform.org/mandates-map/city_detail/Boonsboro_MD.html,Samuel Deetz,Commercial uses in the TC Town Center District are exempt from parking mandates.
Bossier City,LA,United States,FALSE,implemented,remove parking minimums,city center / business district,commercial,,62701,32.5369356,-93.6952689,https://parkingreform.org/mandates-map/city_detail/BossierCity_LA.html,Samuel Deetz,"Permitted commercial uses in the B-4 Downtown Business District are exempt from providing off-street parking and loading spaces if they are fronting the following streets:
Along Barksdale Boulevard between Minden Street on the west side, and Bennett Street on the East side of the B-4 District."
Boston Heights,OH,United States,FALSE,implemented,add parking maximums,citywide,all uses,2017-09-12,1402,41.264778,-81.513171,https://parkingreform.org/mandates-map/city_detail/BostonHeights_OH.html,Samuel Deetz,Parking maximums are set at 150% of the minimums.
Boston,MA,United States,FALSE,implemented,"add parking maximums,remove parking minimums",citywide,"residential, all uses",,692600,42.3602534,-71.0582912,https://parkingreform.org/mandates-map/city_detail/Boston_MA.html,,Boston City Council passed a resolution in October 2021 to eliminate parking mandates for developments with more than 60% affordable housing. Boston also has citywide parking maximums.
Boulder City,NV,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,2014-10-16,14879,35.9787638,-114.8337739,https://parkingreform.org/mandates-map/city_detail/BoulderCity_NV.html,Michael Mays,"In 2014, the city amended the city code to exempt off-street parking requirements in the downtown area. "
Boulder,CO,United States,FALSE,implemented,"add parking maximums,remove parking minimums",city center / business district,"commercial,other,residential, all uses",,108250,40.0149856,-105.270545,https://parkingreform.org/mandates-map/city_detail/Boulder_CO.html,Samuel Deetz,"Within the MU-4 and RH-7 districts, there are no residential parking mandates while parking maximums apply. Nonresidential uses are exempt within the RH-3, RH-6, RH-7, MU-4, DT, MU-3, and BMS districts and parking maximums apply in the RH-3, RH-6, RH-7, and MU-4 districts. All nonresidential uses in General Improvement Parking Districts are exempt from parking mandates."
Bourbonnais,IL,United States,FALSE,implemented,remove parking minimums,city center / business district,"commercial,industrial",,18164,41.1639309,-87.8839693,https://parkingreform.org/mandates-map/city_detail/Bourbonnais_IL.html,Samuel Deetz,Minimum parking requirements do not apply when application of the off-street parking provisions result in a requirement of three spaces or less on a single zoning lot in any business or manufacturing district.
Bowling Green,MO,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,4195,39.3419891,-91.1951437,https://parkingreform.org/mandates-map/city_detail/BowlingGreen_MO.html,Samuel Deetz,"Minimum parking regulations do not apply to the ""B-2"" Central Business District."
Bowling Green,OH,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,31504,41.3747744,-83.6513229,https://parkingreform.org/mandates-map/city_detail/BowlingGreen_OH.html,Heather Sayler,"Bowling Green, Ohio does not require parking in the Central Business District."
Bowman,ND,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,1470,46.1830618,-103.3949061,https://parkingreform.org/mandates-map/city_detail/Bowman_ND.html,Samuel Deetz,All existing and future uses in the DC (Downtown Commercial) overlay district are exempt from minimum parking requirements.
Boyd,WI,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,604,44.9519088,-91.0348656,https://parkingreform.org/mandates-map/city_detail/Boyd_WI.html,Samuel Deetz,The C-1 Central Business District is exempt from minimum parking requirements.
Boyertown,PA,United States,FALSE,implemented,"reduce parking minimums,remove parking minimums",city center / business district,all uses,,4264,40.3337075,-75.6374083,https://parkingreform.org/mandates-map/city_detail/Boyertown_PA.html,Samuel Deetz,"Within the TC Town Center District, lots fronting portions of Philadelphia Ave and South Reading Ave are exempt from parking mandates. Commercial uses elsewhere in the district have reduced parking requirements when located in a building existing prior to 1960. A fee in lieu of parking may be provided for any remaining required parking."
Boyne City,MI,United States,FALSE,implemented,add parking maximums,citywide,all uses,,3816,45.216675,-85.013942,https://parkingreform.org/mandates-map/city_detail/BoyneCity_MI.html,Samuel Deetz,"In order to minimize excessive areas of pavement which depreciate aesthetic standards and contribute to high rates of stormwater runoff, exceeding the minimum parking space requirements by greater than 20 percent is not allowed, except as approved by the planning commission."
Bozeman,MT,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,49831,45.6794293,-111.044047,https://parkingreform.org/mandates-map/city_detail/Bozeman_MT.html,David Fine,Bozeman eliminated minimum parking requirements in the Midtown Urban Renewal District.
Braceville,IL,United States,FALSE,implemented,add parking maximums,citywide,"residential, all uses",,724,41.2269765,-88.2647833,https://parkingreform.org/mandates-map/city_detail/Braceville_IL.html,Samuel Deetz,Parking maximums apply to residential uses.
Bradford,OH,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,1796,40.1321489,-84.4308181,https://parkingreform.org/mandates-map/city_detail/Bradford_OH.html,Samuel Deetz,The B-2 General Business District is exempt from parking mandates.
Brady,NE,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,383,41.0220411,-100.3657985,https://parkingreform.org/mandates-map/city_detail/Brady_NE.html,Samuel Deetz,The C-1 Commercial District is exempt from minimum parking requirements.
Braham,MN,United States,FALSE,implemented,remove parking minimums,city center / business district,commercial,2001-11-05,1769,45.7247444,-93.1706367,https://parkingreform.org/mandates-map/city_detail/Braham_MN.html,Samuel Deetz,"No off-street parking is required for businesses located in the CBD Central Business District, except where residential housing will be included."
Brainerd,MN,United States,FALSE,implemented,"add parking maximums,reduce parking minimums,remove parking minimums","city center / business district,citywide",all uses,2023-10-16,13434,46.3580221,-94.2008288,https://parkingreform.org/mandates-map/city_detail/Brainerd_MN.html,Mark Ostgarden,"Previously, Brainerd had no off street parking requirements for the following zones: B-4 (General Business) District, B-5 (Commercial Amusement) District, B-6 (Washington Street Commercial) District, I-1 (Light Industry) District, I-2 (General Industry) District. 
On October 16, 2023, the city added parking minimums to the TC Town Center and MS Main Street districts at a reduced requirement. All other nonresidential uses outside of these districts are now exempt from parking requirements. Parking maximums apply to all nonresidential uses and bike parking may substitute for required automobile parking."
